col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
e4da0d20-71e7-415b-93be-08ea5f89def6,2022-01-26T16:18:12,MotionDetect,False,Motion,100,43,Floor 6,608,M
85424e87-8262-479b-b483-57495d5abcc0,2022-01-26T16:18:01,MotionDetect,True,Motion,100,60,Floor 6,608,M
3f1130e0-d237-4ec2-afd0-789819daae40,2022-01-26T16:16:38,MotionDetect,False,Motion,100,79,Floor 5,505,M
75080e0a-ffd3-470f-b068-3a1052386a71,2022-01-26T16:16:20,MotionDetect,True,Motion,100,80,Floor 5,505,M
eb52e374-691d-4587-8d52-905c3ab1d873,2022-01-26T16:16:16,MotionDetect,False,Motion,100,83,Floor 5,505,M
d9fa2c2b-3cc3-49a0-92e1-4b935c3788ce,2022-01-26T16:16:05,MotionDetect,True,Motion,100,77,Floor 5,505,M
c42840ad-ef36-46b3-bc46-69fd2e905394,2022-01-26T16:14:59,MotionDetect,False,Motion,100,80,Floor 5,505,M
6393a412-20b5-4e47-9d36-7d9a385edc3a,2022-01-26T16:14:19,MotionDetect,True,Motion,100,83,Floor 5,505,M
dfa4350f-18aa-49ef-963f-5932ac9df29b,2022-01-26T16:05:17,MotionDetect,False,Motion,100,81,Floor 5,505,M
5fc36fb1-62c1-48e9-b385-5334da0ae84f,2022-01-26T16:08:45,MotionDetect,False,Motion,100,70,Floor 5,502,M
a5771161-e3cd-4e19-b1ca-972c691d20a8,2022-01-26T15:59:22,DoorData,True,Door Position,87,83,Floor 5,508,D
0bcdeec1-cf7d-4a87-a0c2-946194b413b9,2022-01-26T15:59:17,DoorData,False,Door Position,90,88,Floor 5,508,D
4f673cd1-369c-4bd6-83d3-c5148b2a5e97,2022-01-26T16:25:54,DoorData,False,Door Position,100,82,Floor 6,602,D
95456b82-a873-49df-b0fb-9ccc0398c85c,2022-01-26T16:11:29,DoorData,True,Door Position,100,77,Floor 6,602,D
d262d363-8795-4e0a-8557-86833f9260f0,2022-01-26T16:11:22,DoorData,False,Door Position,100,79,Floor 6,602,D
8f73af2d-b8f2-46e9-9fe0-78d48884cd6a,2022-01-26T16:10:01,DoorData,True,Door Position,100,81,Floor 6,602,D
7611d386-7d9e-40e6-a01f-fb9e82cb9b76,2022-01-26T16:14:23,DoorData,True,Door Position,93,100,Floor 5,505,D
a54f9ca8-04c1-4a62-8671-c1df1048d4d9,2022-01-26T16:14:17,DoorData,False,Door Position,100,100,Floor 5,505,D
a9be1439-d505-4e87-bd65-5a3712a2f599,2022-01-26T16:05:11,DoorData,True,Door Position,93,96,Floor 5,505,D
5c4734c8-ecf6-4a76-a334-3e6cf8b044d9,2022-01-26T16:02:52,DoorData,True,Door Position,100,81,Floor 5,507,D
059f3a0c-c91d-4192-a1f7-b9cd7a03d89c,2022-01-26T16:25:08,MotionDetect,True,Motion,100,65,Floor 6,602,MTH
78203d3e-524b-46b7-be43-966de66668e6,2022-01-26T16:24:05,MotionDetect,True,Motion,100,60,Floor 6,602,MTH
643a0fa8-761e-44aa-bd86-eecc613ff273,2022-01-26T16:22:55,MotionDetect,True,Motion,100,63,Floor 6,602,MTH
90126506-7ea0-4dfd-843b-ac41c2c978ce,2022-01-26T16:21:45,MotionDetect,True,Motion,100,66,Floor 6,602,MTH
f0048aaa-b90d-497d-9d30-9c27264741b5,2022-01-26T16:20:04,MotionDetect,True,Motion,100,64,Floor 6,602,MTH
95ef4bbb-d983-47e2-884b-dbb6de3b4bd8,2022-01-26T16:18:58,MotionDetect,True,Motion,100,69,Floor 6,602,MTH
3258c100-11d8-4095-9321-d6eb382bd441,2022-01-26T16:17:53,MotionDetect,True,Motion,100,67,Floor 6,602,MTH
d5ea9ea3-0c0a-4d82-b7a6-888bf0a80153,2022-01-26T16:16:52,MotionDetect,True,Motion,100,69,Floor 6,602,MTH
62f6fad9-76af-4fa9-a1aa-1d8ce27fd821,2022-01-26T16:15:45,MotionDetect,True,Motion,100,64,Floor 6,602,MTH
45e38b21-0cb6-4013-83eb-d840db553945,2022-01-26T16:14:42,MotionDetect,True,Motion,100,66,Floor 6,602,MTH
666c0b23-03a2-4a71-893c-19b950715577,2022-01-26T16:12:50,MotionDetect,True,Motion,100,70,Floor 6,602,MTH
f2401b60-12b7-4dc7-9bf0-84854e90374f,2022-01-26T16:11:29,MotionDetect,True,Motion,100,64,Floor 6,602,MTH
d1e316be-1865-43fe-bc02-55def3fdaaac,2022-01-26T16:09:15,MotionDetect,False,Motion,100,62,Floor 6,602,MTH
0236b2d9-0e13-4b99-aee8-05eed16c7560,2022-01-26T16:18:06,MotionDetect,True,Motion,100,90,Floor 5,505,MTH
4d07d00e-560e-466f-a0f6-25112f7183e7,2022-01-26T16:15:54,MotionDetect,True,Motion,100,90,Floor 5,505,MTH
9b0c776a-fddb-4932-926c-8746b0d7ee64,2022-01-26T16:14:44,MotionDetect,True,Motion,100,86,Floor 5,505,MTH
5cde5069-c151-432e-96e6-ff0466a944a5,2022-01-26T16:04:32,MotionDetect,False,Motion,100,86,Floor 5,505,MTH
8b7cb867-66be-454a-ad31-3aa555e009ce,2022-01-26T16:02:02,MotionDetect,False,Motion,100,83,Floor 5,507,MTH
b3562123-b491-4642-b50a-5225dea1e71f,2022-01-26T16:25:01,MotionDetect,True,Motion,100,71,Floor 6,608,MTH
b6c1e2ba-0de8-480a-bc95-f02185db516a,2022-01-26T16:23:31,MotionDetect,True,Motion,100,76,Floor 6,608,MTH
df84b689-7249-45ab-934c-b2d89a6bd88a,2022-01-26T16:21:17,MotionDetect,True,Motion,100,75,Floor 6,608,MTH
813d75cb-c02a-4c8e-a438-e3bb8ad4a0d5,2022-01-26T16:20:12,MotionDetect,True,Motion,100,67,Floor 6,608,MTH
170cc750-f64d-4244-9a9c-fded9f5a6061,2022-01-26T16:17:58,MotionDetect,True,Motion,100,67,Floor 6,608,MTH
f33972c4-cbc2-44bc-bba6-5fae00c4343a,2022-01-26T16:15:55,MotionDetect,True,Motion,100,74,Floor 6,608,MTH
59fe17ea-5c82-4824-8959-3e7392e63e2f,2022-01-26T16:14:07,MotionDetect,True,Motion,100,75,Floor 6,608,MTH
266089f0-5fdf-478c-9a46-22045573771c,2022-01-26T16:09:43,MotionDetect,True,Motion,100,61,Floor 6,608,MTH
2f73779e-9969-49eb-b606-bbf50b8ce6ec,2022-01-26T16:08:17,MotionDetect,True,Motion,100,65,Floor 6,608,MTH
1e650d2f-86a3-48c2-9f7e-a209270dc6ef,2022-01-26T16:07:10,MotionDetect,True,Motion,100,77,Floor 6,608,MTH
7e0996ee-1e2b-4eb3-9fb1-9800c69928b8,2022-01-26T16:06:07,MotionDetect,True,Motion,100,63,Floor 6,608,MTH
1b58ce90-9552-4bce-bb9d-03a9914ce3f7,2022-01-26T16:01:49,MotionDetect,True,Motion,100,65,Floor 6,608,MTH
72c535bc-17a7-420a-a561-259b2b7499bf,2022-01-26T15:56:42,MotionDetect,True,Motion,100,73,Floor 6,608,MTH
f786cae9-16e9-472d-9911-b0052957e8ce,2022-01-26T16:24:22,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
a97dd07b-8ca4-4204-ab48-4cd0e16ec1d0,2022-01-26T16:23:07,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
4722ab23-51a7-4d70-abbe-95893d28f6b8,2022-01-26T16:22:03,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
8cb2b7f5-de5f-47c2-b0ae-4222163484ea,2022-01-26T16:19:10,MotionDetect,True,Motion,100,77,Floor 5,503,MTH
f92f04bc-7143-498d-8d87-8f5d1338f976,2022-01-26T15:58:05,MotionDetect,True,Motion,100,69,Floor 5,508,MTH
a653b1dd-ddad-413d-a8fc-ded3ecfb2d86,2022-01-26T15:56:39,MotionDetect,True,Motion,100,71,Floor 5,508,MTH
4c3196ce-7f69-4c69-8cb7-b42280c96279,2022-01-26T16:33:22,MotionDetect,False,Motion,100,63,Floor 6,603,M
7a45909d-b43c-4294-b3a1-a4415f2afdfc,2022-01-26T16:35:32,MotionDetect,True,Motion,100,58,Floor 6,608,M
11da4e87-d7ee-457b-bb69-aacba33422f8,2022-01-26T16:33:18,DoorData,True,Door Position,100,75,Floor 6,603,D
929ca77b-cc91-4318-a3e1-fb03baa611ad,2022-01-26T16:26:00,DoorData,True,Door Position,100,79,Floor 6,602,D
39d20d00-4074-4cd6-826c-9626f99c5c6a,2022-01-26T16:32:38,MotionDetect,False,Motion,100,67,Floor 6,603,MTH
96730a68-5c52-42b9-bbc5-3f22138ff255,2022-01-26T16:35:12,MotionDetect,True,Motion,100,60,Floor 6,608,MTH
bae3b048-3daa-49db-a5d4-9a6ae52f4a57,2022-01-26T16:34:04,MotionDetect,True,Motion,100,55,Floor 6,608,MTH
c644ed48-e790-4311-afc8-7f368dbafe2f,2022-01-26T16:32:48,MotionDetect,True,Motion,100,68,Floor 6,608,MTH
3bc4eed2-c9b6-4568-9c57-58f47cf64122,2022-01-26T16:29:46,MotionDetect,True,Motion,100,60,Floor 6,608,MTH
16075d22-b697-4056-abb3-4b1f1eb3ab1b,2022-01-26T16:28:36,MotionDetect,True,Motion,100,67,Floor 6,608,MTH
0ffe9ef8-a456-4450-8290-12ae23089c21,2022-01-26T16:27:18,MotionDetect,True,Motion,100,77,Floor 6,608,MTH
05f76ef2-b301-46b8-8f0d-7c9484535c92,2022-01-26T16:26:02,MotionDetect,True,Motion,100,48,Floor 6,608,MTH
294e7c2a-3a16-48cc-85cb-1394e448c8c0,2022-01-26T16:30:47,MotionDetect,True,Motion,100,83,Floor 5,503,MTH
fe6bc8ba-4021-414f-afe8-8a9aafe4de0c,2022-01-26T16:29:35,MotionDetect,True,Motion,100,81,Floor 5,503,MTH
606cbc20-89b4-489b-9462-6409ff383357,2022-01-26T16:26:05,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
08ddc3ab-9dba-462a-aff8-bd2422a9ac0f,2022-01-26T16:35:34,DoorData,False,Door Position,100,76,Floor 6,608,D
974e8ec4-269e-4225-8419-3b85e0491101,2022-01-26T16:37:12,MotionDetect,False,Motion,100,48,Floor 6,606,M
d133b016-28c1-4d0f-a018-d355251f6606,2022-01-26T16:35:53,MotionDetect,False,Motion,100,55,Floor 6,608,M
049623b5-cb65-43ac-8cdb-af08ad203e9f,2022-01-26T16:35:47,DoorData,True,Door Position,100,76,Floor 6,608,D
4e4029e0-062a-4cd6-9f8f-0cd4da0cd3b5,2022-01-26T16:37:05,DoorData,True,Door Position,100,80,Floor 6,606,D
c57e7f31-edca-4bb9-94c8-d19ec74b3463,2022-01-26T16:46:01,MotionDetect,True,Motion,100,89,Floor 5,505,MTH
d8422576-5319-47e1-a693-fd9bd6d17613,2022-01-26T16:36:33,MotionDetect,False,Motion,100,72,Floor 6,606,MTH
d7e58d69-64dc-481e-a70a-e0605a375ecd,2022-01-26T16:44:45,MotionDetect,False,Motion,100,64,Floor 6,609,MTH
e27a48b9-7911-4b4c-b40f-73c595008827,2022-01-26T16:44:11,MotionDetect,True,Motion,100,85,Floor 5,503,MTH
6cfed49b-706e-472b-8cd1-f168695bc403,2022-01-26T16:40:12,MotionDetect,True,Motion,100,85,Floor 5,503,MTH
f3bb06b9-f0a0-477d-9e55-af95ec7de781,2022-01-26T16:38:57,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
251e7622-56a6-464e-aa8d-da89552b32f3,2022-01-26T16:47:53,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
7eb66975-a3e9-44fb-9724-d1aefcd74b24,2022-01-26T16:48:30,MotionDetect,False,Motion,97,71,Floor 6,604,M
695e0688-eafd-4514-811a-6993f55fec33,2022-01-26T16:49:14,MotionDetect,True,Motion,100,82,Floor 5,505,M
0e586bd9-3931-4410-8ed7-515e9f2c11c8,2022-01-26T16:47:00,MotionDetect,False,Motion,100,65,Floor 6,609,M
df1a669e-829d-448b-833a-5e28be37f088,2022-01-26T16:46:22,DoorData,True,Door Position,100,82,Floor 5,503,D
4aa0f071-f1a3-4b53-a181-ffc88c97c90d,2022-01-26T16:48:24,DoorData,True,Door Position,100,80,Floor 6,604,D
cb4f8353-25f2-45d9-adab-48748b6323e3,2022-01-26T16:46:53,DoorData,True,Door Position,100,81,Floor 6,609,D
0bbe4861-44c2-4357-b4f6-788fc7931a0a,2022-01-26T16:49:16,MotionDetect,True,Motion,100,82,Floor 5,505,MTH
9fa79945-b671-476e-b37d-f360f7217894,2022-01-26T16:50:51,MotionDetect,True,Motion,100,90,Floor 5,505,MTH
f74f6303-ae36-4d29-b5ed-373e9610b434,2022-01-26T16:49:21,MotionDetect,False,Motion,100,83,Floor 5,505,M
a8f4d0bb-6df7-43db-959e-ed62f924330c,2022-01-26T16:53:32,MotionDetect,True,Motion,100,88,Floor 5,505,MTH
9353b8db-2801-4c1b-90ab-53db166d4e92,2022-01-26T16:53:27,MotionDetect,True,Motion,100,78,Floor 5,503,MTH
c22108fa-6c93-488a-a6d3-cb2bbb46c0b4,2022-01-26T16:52:18,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
18616f42-c6e2-4b08-8410-186fa3b39366,2022-01-26T16:51:10,MotionDetect,True,Motion,100,77,Floor 5,503,MTH
12d43170-58ba-4dc3-a814-04d2640cd138,2022-01-26T16:55:45,MotionDetect,False,Motion,100,72,Floor 5,506,M
2b3b6aa3-f7d6-4197-ab27-21caa6530a47,2022-01-26T16:55:39,DoorData,True,Door Position,90,92,Floor 5,506,D
ebb577b4-2dd2-4d6d-b457-aeaf27f9e09f,2022-01-26T16:56:17,MotionDetect,True,Motion,100,88,Floor 5,505,MTH
e3d4d57f-031b-45b1-8a1a-7eb1d28f31f6,2022-01-26T16:55:38,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
492c5528-a6c2-4627-9ae1-8762bbd15f69,2022-01-26T16:54:29,MotionDetect,True,Motion,100,78,Floor 5,503,MTH
710489fd-ec89-4479-bc38-1c1e3da23c40,2022-01-26T16:54:32,MotionDetect,False,Motion,100,92,Floor 5,506,MTH
f62ed935-3faa-4f58-ace7-121848bcb5da,2022-01-26T17:04:28,MotionDetect,True,Motion,100,63,Floor 5,503,M
4d088e63-a587-457d-8bb3-4131ed7d5ea6,2022-01-26T17:04:07,DoorData,True,Door Position,100,77,Floor 5,502,D
68ad3348-8d06-446a-b0a2-4ab38e696c8b,2022-01-26T16:58:16,DoorData,True,Door Position,100,96,Floor 5,504,D
41ae1eeb-7d47-40bb-aed5-e8f775869deb,2022-01-26T17:04:21,MotionDetect,True,Motion,100,85,Floor 5,503,MTH
86a0e435-7cae-4fd2-b033-ae7d913c9368,2022-01-26T17:03:05,MotionDetect,True,Motion,100,80,Floor 5,503,MTH
5ed89773-ec8a-4f6f-9ea6-199d30d0962e,2022-01-26T16:57:18,MotionDetect,True,Motion,100,79,Floor 5,503,MTH
d81d3b3a-4d9b-4d31-8c4b-08e8639dc8ac,2022-01-26T17:03:24,MotionDetect,False,Motion,100,77,Floor 5,502,MTH
ce51b1e1-b2bc-41bd-b1c9-8f1c405dcb0f,2022-01-26T16:57:06,MotionDetect,False,Motion,100,78,Floor 5,504,MTH
f6009c05-2e49-4dd7-a8d5-55abc8ed6463,2022-01-26T17:04:35,MotionDetect,False,Motion,100,60,Floor 5,503,M
4d6c8e1c-ef41-4f68-a529-5ce89b1027f6,2022-01-26T17:05:30,MotionDetect,True,Motion,100,90,Floor 5,505,MTH
bd1c3f50-7505-4189-bd80-8d9724f47c55,2022-01-26T15:48:27,MotionDetect,False,Motion,100,60,Floor 6,604,M
ab227cf8-121c-471f-bbda-07b69098b2a6,2022-01-26T14:48:27,MotionDetect,False,Motion,97,68,Floor 6,604,M
fa80fead-db05-4e77-b6f6-c76c7a050979,2022-01-26T14:37:11,MotionDetect,False,Motion,100,58,Floor 6,606,M
b7a590fb-7801-48cb-b826-065a98c16174,2022-01-26T14:36:54,MotionDetect,True,Motion,100,63,Floor 6,606,M
84b1de27-e72a-4878-ab44-3e9af0436614,2022-01-26T14:36:38,MotionDetect,False,Motion,100,55,Floor 6,606,M
94f4bda7-34fd-4a7e-946a-8ab2b7f4f07c,2022-01-26T14:36:28,MotionDetect,True,Motion,100,62,Floor 6,606,M
a4b3cf8f-2927-465a-8918-3704ba3b7700,2022-01-26T14:33:21,MotionDetect,False,Motion,100,62,Floor 6,603,M
34310055-aa80-49c3-92d7-fc9fa0f9b4d7,2022-01-26T14:55:46,MotionDetect,False,Motion,100,73,Floor 5,506,M
b4d82400-1e26-4a17-8258-421a4dc2d9ac,2022-01-26T15:20:48,MotionDetect,False,Motion,97,66,Floor 6,601,M
d5c8a006-7e6e-4256-a91e-db6658632d35,2022-01-26T15:40:14,MotionDetect,False,Motion,87,84,Floor 5,501,M
39d58fb1-6494-44af-8c37-7733acbeb2f3,2022-01-26T15:45:10,MotionDetect,False,Motion,100,68,Floor 5,508,M
f96abea9-2faf-4f07-8822-748f479a132f,2022-01-26T15:44:45,MotionDetect,True,Motion,100,74,Floor 5,508,M
2b1fbdde-85c2-4ab7-a3e6-5d8a047dd363,2022-01-26T15:44:41,MotionDetect,False,Motion,100,64,Floor 5,508,M
096486e5-7235-4824-964f-7ba78b71a284,2022-01-26T15:44:28,MotionDetect,True,Motion,100,69,Floor 5,508,M
a6f8db48-9e43-450f-abfd-9ddf16cfd83c,2022-01-26T15:42:32,MotionDetect,False,Motion,100,66,Floor 5,508,M
ed68091b-6aec-42e1-a73a-352032b508b5,2022-01-26T15:42:17,MotionDetect,True,Motion,100,66,Floor 5,508,M
ceef4277-b0a0-49af-af06-2fe31636c7cb,2022-01-26T15:42:03,MotionDetect,False,Motion,100,72,Floor 5,508,M
cd90980a-095e-4cd8-ac63-7cfc376fa93a,2022-01-26T15:41:45,MotionDetect,True,Motion,100,68,Floor 5,508,M
a8b97708-d32d-4f0f-bcea-1159bd0c3c9e,2022-01-26T15:41:04,MotionDetect,False,Motion,100,73,Floor 5,508,M
58644d3f-30a6-4ba7-9c21-dd9adb52d899,2022-01-26T15:40:57,MotionDetect,True,Motion,100,69,Floor 5,508,M
67fc3104-af28-4e6d-9e1c-25610127ac8b,2022-01-26T15:40:16,MotionDetect,False,Motion,100,66,Floor 5,508,M
d89c4d21-862f-49ea-a58b-cc64d9079a2a,2022-01-26T15:40:06,MotionDetect,True,Motion,100,66,Floor 5,508,M
c23374a9-5a22-4ed5-a4c4-bfd2d95a8abc,2022-01-26T15:39:24,MotionDetect,False,Motion,100,65,Floor 5,508,M
1ac54fd4-6fcf-45b2-a8b4-3b1d0b87a7dd,2022-01-26T15:39:17,MotionDetect,True,Motion,100,64,Floor 5,508,M
21baf285-4ac3-4f94-896e-c0f603f31d16,2022-01-26T15:37:17,MotionDetect,False,Motion,100,46,Floor 5,508,M
6ab2268c-2fec-4ba5-a8cb-1fc097d352d0,2022-01-26T15:37:04,MotionDetect,True,Motion,100,74,Floor 5,508,M
ad9b0777-f9c6-4490-84cd-43c1a1b3904e,2022-01-26T15:36:42,MotionDetect,False,Motion,100,65,Floor 5,508,M
7ce473ae-0c4c-46a3-b310-985a38a1bdf1,2022-01-26T15:36:29,MotionDetect,True,Motion,100,66,Floor 5,508,M
c73d2cb0-7fb4-4507-8f00-5e0a92a29e7f,2022-01-26T15:35:25,MotionDetect,False,Motion,100,48,Floor 5,508,M
2bb303ff-fcc0-4a58-ac23-15cd1b09d058,2022-01-26T15:34:46,MotionDetect,True,Motion,100,72,Floor 5,508,M
b3f3d199-585b-4f03-9427-abaed61819de,2022-01-26T15:33:06,MotionDetect,False,Motion,100,68,Floor 5,508,M
506467ed-e145-480c-a999-81c2243f1b20,2022-01-26T15:32:58,MotionDetect,True,Motion,100,71,Floor 5,508,M
b1edc1e6-9ed7-48a1-811c-7945e93ce08f,2022-01-26T15:32:05,MotionDetect,False,Motion,100,61,Floor 5,508,M
d829139d-5697-482c-8ffc-51aab92e337b,2022-01-26T15:31:55,MotionDetect,True,Motion,100,74,Floor 5,508,M
c12db81f-c5ba-4d6e-acdd-d5978aa2e86c,2022-01-26T15:30:44,MotionDetect,False,Motion,100,73,Floor 5,508,M
9a544da5-eb9b-4bbf-b90a-b69ac2abaf15,2022-01-26T15:30:27,MotionDetect,True,Motion,100,73,Floor 5,508,M
9c215df8-9ddd-4f94-b979-a7a81d94f518,2022-01-26T15:23:55,MotionDetect,False,Motion,100,75,Floor 5,508,M
c9e2e708-1a6d-4e8d-820f-6481679fa07b,2022-01-26T15:23:29,MotionDetect,True,Motion,100,58,Floor 5,508,M
67d28bfa-07f2-4d60-b453-970739ce1cde,2022-01-26T15:23:02,MotionDetect,False,Motion,100,75,Floor 5,508,M
445942e2-23de-4e52-96fb-e84af3cb2969,2022-01-26T15:22:54,MotionDetect,True,Motion,100,71,Floor 5,508,M
990ac864-5fa2-4b10-8607-4665ac2855e7,2022-01-26T15:22:49,MotionDetect,False,Motion,100,67,Floor 5,508,M
8944007c-1808-408c-8cbf-78c3b57eaedd,2022-01-26T15:22:33,MotionDetect,True,Motion,100,73,Floor 5,508,M
95829b37-fbbb-4005-a264-1e78ed5d21e2,2022-01-26T15:22:17,MotionDetect,False,Motion,100,74,Floor 5,508,M
933c01be-1ec1-4554-910e-52c8df44284c,2022-01-26T15:22:07,MotionDetect,True,Motion,100,65,Floor 5,508,M
826ea016-22c9-4366-9111-7c07fb495410,2022-01-26T15:22:01,MotionDetect,False,Motion,100,67,Floor 5,508,M
e02b290d-ff2d-4ba1-a81c-189797942997,2022-01-26T15:21:46,MotionDetect,True,Motion,100,71,Floor 5,508,M
b4ea664e-98b7-496b-84f9-315bc56f236c,2022-01-26T15:20:49,MotionDetect,False,Motion,100,66,Floor 5,508,M
20b65ccf-f835-4ef1-9d8a-01bfabe62d60,2022-01-26T15:20:31,MotionDetect,True,Motion,100,58,Floor 5,508,M
2766f835-b040-4cc5-a444-7dd39db986d8,2022-01-26T15:20:27,MotionDetect,False,Motion,100,68,Floor 5,508,M
44cadd07-ef11-4c96-bde6-bdc8af201f9e,2022-01-26T15:19:54,MotionDetect,True,Motion,100,73,Floor 5,508,M
d13f7e38-41b7-4892-8bd9-ae864b757fd4,2022-01-26T15:05:18,MotionDetect,False,Motion,100,70,Floor 5,508,M
be812766-6d46-458d-973d-100a1b74cc92,2022-01-26T15:05:08,MotionDetect,True,Motion,100,74,Floor 5,508,M
3b96f4c9-48a3-4869-bc94-5d6b0d322dbd,2022-01-26T14:55:52,MotionDetect,False,Motion,100,66,Floor 5,508,M
3ce5bb0c-0bf7-4215-9d5d-bed2e84db404,2022-01-26T14:55:45,MotionDetect,True,Motion,100,66,Floor 5,508,M
be44f7f1-aa79-449a-825e-a65103f19c5c,2022-01-26T14:54:51,MotionDetect,False,Motion,100,72,Floor 5,508,M
775c2ad4-5c21-472d-9b3c-2b1c780dca60,2022-01-26T14:54:40,MotionDetect,True,Motion,100,75,Floor 5,508,M
a23a4336-d879-4568-9977-7a8de31742cc,2022-01-26T14:54:25,MotionDetect,False,Motion,100,72,Floor 5,508,M
19a38591-0a3c-41c3-a77b-76381108bffa,2022-01-26T14:54:19,MotionDetect,True,Motion,100,61,Floor 5,508,M
4e1c7a7d-af25-4ca3-b529-d577f3e8b98c,2022-01-26T14:50:54,MotionDetect,False,Motion,100,48,Floor 5,508,M
d9393c17-e85d-4c1b-affd-0e122b2fb6f6,2022-01-26T14:50:48,MotionDetect,True,Motion,100,69,Floor 5,508,M
a105086c-1b59-477a-b903-809288926dfd,2022-01-26T14:49:38,MotionDetect,False,Motion,100,68,Floor 5,508,M
07a4405e-d7ea-4a79-a677-20089afa8260,2022-01-26T14:49:32,MotionDetect,True,Motion,100,60,Floor 5,508,M
bba7895c-bfc1-48e6-8515-6bf244370a45,2022-01-26T14:48:45,MotionDetect,False,Motion,100,65,Floor 5,508,M
dbab5327-c090-4812-81fe-12e595ff9a9f,2022-01-26T14:48:38,MotionDetect,True,Motion,100,74,Floor 5,508,M
99741a5c-39d9-47f6-bb77-ca00b9f17c38,2022-01-26T15:34:57,MotionDetect,False,Motion,100,58,Floor 6,608,M
566de310-b2f3-402d-89c6-29c48457ba54,2022-01-26T15:34:50,MotionDetect,True,Motion,100,43,Floor 6,608,M
78c17de0-306c-4588-81c2-917d4eb04aba,2022-01-26T14:18:49,MotionDetect,False,Motion,100,60,Floor 6,608,M
a7c35d5e-9653-4673-a03f-6b49bfc18477,2022-01-26T14:18:40,MotionDetect,True,Motion,100,46,Floor 6,608,M
1d8ce57d-b3fa-4a35-8986-4b52bbb112ef,2022-01-26T15:11:45,MotionDetect,False,Motion,100,48,Floor 5,503,M
feac785f-f1a2-4183-af32-212e94c39d99,2022-01-26T15:11:37,MotionDetect,True,Motion,100,62,Floor 5,503,M
facea0f6-fd67-49bb-935f-0d71193882e9,2022-01-26T15:06:44,MotionDetect,False,Motion,100,43,Floor 5,503,M
41943cb5-d807-4199-8eaa-ac75019b44eb,2022-01-26T15:06:34,MotionDetect,True,Motion,100,58,Floor 5,503,M
